Software_Package,DOI,Alias
TARDIS,10.1093/mnras/stw2197,1
TARDIS,10.1093/mnras/stw239,1
TARDIS,10.1093/mnras/stx1894,1
TARDIS,10.1103/PhysRevA.89.063818,1
TARDIS,10.1103/PhysRevD.90.023012,1
TARDIS,10.1103/PhysRevD.94.104027,1
TARDIS,10.1103/PhysRevD.95.063517,1
TARDIS,10.1103/PhysRevE.88.040703,1
TARDIS,10.1111/j.1365-2966.2012.21137.x,1
TARDIS,10.1117/12.2000502,1
TARDIS,10.1117/12.2025666,1
TARDIS,10.1117/12.2042739,1
TARDIS,10.1117/12.2179910,1
TARDIS,10.1117/12.2224533,1
TARDIS,10.1117/12.2228623,1
TARDIS,10.1117/12.2240347,1
TARDIS,10.1142/9789813226609_0270,1
TARDIS,10.1142/S021827181630007X,1
TARDIS,10.1142/S0218271817300117,1
TARDIS,10.3847/0004-637X/831/1/79,1
TARDIS,10.3847/1538-4357/aa8309,1
WCSTools,10.1002/asna.201311907,1
WCSTools,10.1006/icar.2000.6463,1
WCSTools,10.1007/s10509-009-0242-0,1
WCSTools,10.1016/S0273-1177(97)00854-5,1
WCSTools,10.1016/j.ascom.2013.04.002,4
WCSTools,10.1016/j.ascom.2015.07.001,3
WCSTools,10.1016/j.ascom.2016.02.003,1
WCSTools,10.1016/j.ascom.2017.03.004,1
WCSTools,10.1016/j.ascom.2017.12.001,2
WCSTools,10.1016/j.asr.2016.01.003,3
WCSTools,10.1016/j.asr.2017.02.035,1
WCSTools,10.1016/j.chinastron.2016.07.009,1
WCSTools,10.1016/j.chinastron.2018.04.006,1
WCSTools,10.1016/j.icarus.2006.12.023,1
WCSTools,10.1016/j.newar.2013.05.001,1
WCSTools,10.1016/j.newast.2014.05.004,2
WCSTools,10.1016/j.physd.2010.07.010,1
WCSTools,10.1017/S1743921307003407,1
WCSTools,10.1017/S1743921308026598,2
WCSTools,10.1017/S1743921308026793,1
WCSTools,10.1017/pasa.2013.28,2
WCSTools,10.1017/pasa.2013.30,1
WCSTools,10.1017/pasa.2014.40,1
WCSTools,10.1051/0004-6361/200810156,1
WCSTools,10.1051/0004-6361/200811245,4
WCSTools,10.1051/0004-6361/200912226,5
WCSTools,10.1051/0004-6361/201014102,1
WCSTools,10.1051/0004-6361/201014865,1
WCSTools,10.1051/0004-6361/201015467,1
WCSTools,10.1051/0004-6361/201015482,2
WCSTools,10.1051/0004-6361/201015832,1
WCSTools,10.1051/0004-6361/201117631,1
WCSTools,10.1051/0004-6361/201218797,2
WCSTools,10.1051/0004-6361/201322068,1
WCSTools,10.1051/0004-6361/201322718,1
WCSTools,10.1051/0004-6361/201423467,1
WCSTools,10.1051/0004-6361/201526129,1
WCSTools,10.1051/0004-6361/201628475,1
WCSTools,10.1051/0004-6361/201628822,1
WCSTools,10.1051/0004-6361/201630039,1
WCSTools,10.1051/0004-6361:20011313,1
WCSTools,10.1051/0004-6361:20020570,1
WCSTools,10.1051/0004-6361:20020803,1
WCSTools,10.1051/0004-6361:20021327,1
WCSTools,10.1051/0004-6361:20052915,2
WCSTools,10.1051/0004-6361:20066276,1
WCSTools,10.1051/0004-6361:20078874,2
WCSTools,10.1051/0004-6361:20079101,1
WCSTools,10.1051/0004-6361:20079303,1
WCSTools,10.1086/300338,1
WCSTools,10.1086/300997,1
WCSTools,10.1086/316343,1
WCSTools,10.1086/318776,1
WCSTools,10.1086/320409,1
WCSTools,10.1086/321176,1
WCSTools,10.1086/339572,1
WCSTools,10.1086/342702,1
WCSTools,10.1086/342738,1
WCSTools,10.1086/343127,1
WCSTools,10.1086/344306,1
WCSTools,10.1086/346277,2
WCSTools,10.1086/377620,2
WCSTools,10.1086/378493,1
WCSTools,10.1086/378977,1
WCSTools,10.1086/380120,1
WCSTools,10.1086/380914,1
WCSTools,10.1086/381484,1
WCSTools,10.1086/383084,3
WCSTools,10.1086/422914,1
WCSTools,10.1086/423320,1
WCSTools,10.1086/424863,3
WCSTools,10.1086/428002,2
WCSTools,10.1086/428489,3
WCSTools,10.1086/430443,1
WCSTools,10.1086/431471,1
WCSTools,10.1086/431784,3
WCSTools,10.1086/496937,1
WCSTools,10.1086/499289,3
WCSTools,10.1086/502621,1
WCSTools,10.1086/503521,1
WCSTools,10.1086/505704,2
WCSTools,10.1086/508350,1
WCSTools,10.1086/508530,2
WCSTools,10.1086/508573,1
WCSTools,10.1086/509322,1
WCSTools,10.1086/510901,2
WCSTools,10.1086/511155,1
WCSTools,10.1086/512006,1
WCSTools,10.1086/517962,4
WCSTools,10.1086/518230,1
WCSTools,10.1086/519068,3
WCSTools,10.1086/521044,2
WCSTools,10.1086/522690,1
WCSTools,10.1086/533420,1
WCSTools,10.1086/588722,3
WCSTools,10.1086/589844,1
WCSTools,10.1086/589922,1
WCSTools,10.1086/591808,1
WCSTools,10.1086/596715,1
WCSTools,10.1086/597516,2
WCSTools,10.1086/649507,2
WCSTools,10.1086/657160,1
WCSTools,10.1086/660819,1
WCSTools,10.1086/660926,1
WCSTools,10.1086/663234,1
WCSTools,10.1086/666604,1
WCSTools,10.1086/677351,1
WCSTools,10.1088/0004-6256/136/1/51,1
WCSTools,10.1088/0004-6256/137/5/4339,3
WCSTools,10.1088/0004-6256/139/1/158,2
WCSTools,10.1088/0004-6256/139/2/348,2
WCSTools,10.1088/0004-6256/139/5/1782,1
WCSTools,10.1088/0004-6256/139/5/2026,5
WCSTools,10.1088/0004-6256/140/2/379,1
WCSTools,10.1088/0004-6256/140/3/897,3
WCSTools,10.1088/0004-6256/140/4/1062,3
WCSTools,10.1088/0004-6256/140/5/1486,1
WCSTools,10.1088/0004-6256/140/6/1814,1
WCSTools,10.1088/0004-6256/140/6/2101,1
WCSTools,10.1088/0004-6256/141/3/71,1
WCSTools,10.1088/0004-6256/142/1/2,3
WCSTools,10.1088/0004-6256/142/1/25,4
WCSTools,10.1088/0004-6256/142/2/58,1
WCSTools,10.1088/0004-6256/142/5/155,3
WCSTools,10.1088/0004-6256/144/2/62,2
WCSTools,10.1088/0004-6256/144/6/166,1
WCSTools,10.1088/0004-6256/145/3/82,2
WCSTools,10.1088/0004-6256/148/3/41,1
WCSTools,10.1088/0004-6256/149/4/117,1
WCSTools,10.1088/0004-6256/149/4/135,3
WCSTools,10.1088/0004-637X/695/1/511,2
WCSTools,10.1088/0004-637X/701/1/66,1
WCSTools,10.1088/0004-637X/701/2/1605,4
WCSTools,10.1088/0004-637X/707/2/1417,2
WCSTools,10.1088/0004-637X/708/2/946,1
WCSTools,10.1088/0004-637X/710/1/583,3
WCSTools,10.1088/0004-637X/711/2/731,3
WCSTools,10.1088/0004-637X/712/2/1010,1
WCSTools,10.1088/0004-637X/713/2/1073,1
WCSTools,10.1088/0004-637X/714/1/45,2
WCSTools,10.1088/0004-637X/721/2/1206,2
WCSTools,10.1088/0004-637X/725/2/1971,1
WCSTools,10.1088/0004-637X/733/1/3,1
WCSTools,10.1088/0004-637X/739/2/57,1
WCSTools,10.1088/0004-637X/743/1/81,1
WCSTools,10.1088/0004-637X/743/2/176,1
WCSTools,10.1088/0004-637X/750/1/86,2
WCSTools,10.1088/0004-637X/751/1/22,2
WCSTools,10.1088/0004-637X/752/1/59,2
WCSTools,10.1088/0004-637X/754/1/27,2
WCSTools,10.1088/0004-637X/755/2/105,2
WCSTools,10.1088/0004-637X/755/2/165,3
WCSTools,10.1088/0004-637X/759/1/48,1
WCSTools,10.1088/0004-637X/763/2/96,1
WCSTools,10.1088/0004-637X/767/1/62,2
WCSTools,10.1088/0004-637X/770/2/107,1
WCSTools,10.1088/0004-637X/772/2/126,1
WCSTools,10.1088/0004-637X/778/1/19,1
WCSTools,10.1088/0004-637X/778/2/91,1
WCSTools,10.1088/0004-637X/779/1/42,2
WCSTools,10.1088/0004-637X/787/1/55,1
WCSTools,10.1088/0004-637X/789/2/138,1
WCSTools,10.1088/0004-637X/809/1/17,1
WCSTools,10.1088/0004-637X/815/2/120,3
WCSTools,10.1088/0067-0049/184/1/172,2
WCSTools,10.1088/0067-0049/185/1/85,1
WCSTools,10.1088/0067-0049/188/1/75,1
WCSTools,10.1088/0067-0049/188/2/488,1
WCSTools,10.1088/0067-0049/193/1/12,1
WCSTools,10.1088/0067-0049/193/2/26,4
WCSTools,10.1088/0067-0049/193/2/28,4
WCSTools,10.1088/0067-0049/203/1/2,2
WCSTools,10.1088/0067-0049/218/2/29,1
WCSTools,10.1088/1475-7516/2010/01/031,1
WCSTools,10.1088/1538-3873/129/971/014002,2
WCSTools,10.1088/1538-3873/aa5456,4
WCSTools,10.1088/2041-8205/746/1/L11,2
WCSTools,10.1088/2041-8205/749/1/L2,1
WCSTools,10.1088/2041-8205/765/1/L19,2
WCSTools,10.1088/2041-8205/807/1/L2,1
WCSTools,10.1093/mnras/stu1553,1
WCSTools,10.1093/mnras/stu224,1
WCSTools,10.1093/mnras/stu918,1
WCSTools,10.1093/mnras/stv1379,1
WCSTools,10.1093/mnras/stv358,2
WCSTools,10.1093/mnras/stv407,1
WCSTools,10.1093/mnras/stv551,1
WCSTools,10.1093/mnras/stw1094,2
WCSTools,10.1093/mnras/stw183,1
WCSTools,10.1093/mnras/stw3302,1
WCSTools,10.1093/mnras/stx1716,1
WCSTools,10.1093/pasj/55.3.L27,1
WCSTools,10.1093/pasj/60.2.285,4
WCSTools,10.1093/pasj/63.5.979,1
WCSTools,10.1093/pasj/63.sp2.S585,1
WCSTools,10.1093/pasj/psw050,2
WCSTools,10.1093/pasj/psx040,1
WCSTools,10.1098/rsta.2016.0350,1
WCSTools,10.1111/j.1365-2966.2003.07153.x,1
WCSTools,10.1111/j.1365-2966.2004.07649.x,1
WCSTools,10.1111/j.1365-2966.2004.08020.x,1
WCSTools,10.1111/j.1365-2966.2006.10510.x,1
WCSTools,10.1111/j.1365-2966.2007.11656.x,1
WCSTools,10.1111/j.1365-2966.2007.11769.x,1
WCSTools,10.1111/j.1365-2966.2007.12297.x,1
WCSTools,10.1111/j.1365-2966.2009.15021.x,1
WCSTools,10.1111/j.1365-2966.2009.15370.x,1
WCSTools,10.1111/j.1365-2966.2010.17890.x,1
WCSTools,10.1111/j.1365-2966.2011.19841.x,2
WCSTools,10.1111/j.1365-2966.2011.20170.x,1
WCSTools,10.1111/j.1365-2966.2012.20548.x,1
WCSTools,10.1111/j.1365-2966.2012.21373.x,1
WCSTools,10.1111/j.1365-2966.2012.22015.x,1
WCSTools,10.1117/12.2055117,1
WCSTools,10.1117/12.2231313,1
WCSTools,10.1117/12.2231734,1
WCSTools,10.1117/12.2232251,1
WCSTools,10.1117/12.671017,3
WCSTools,10.1117/12.925460,2
WCSTools,10.1117/12.926013,3
WCSTools,10.1126/science.1079610,1
WCSTools,10.1134/1.1896068,1
WCSTools,10.1134/S1063773712100039,1
WCSTools,10.1134/S1990341310040012,1
WCSTools,10.1371/journal.pone.0083242,1
WCSTools,10.3847/0004-637X/818/1/67,1
WCSTools,10.3847/0004-637X/825/2/151,2
WCSTools,10.3847/0067-0049/225/1/11,1
WCSTools,10.3847/1538-3881/aa63f1,1
WCSTools,10.3847/1538-3881/aa89ef,1
WCSTools,10.3847/1538-4357/aa607e,2
WCSTools,10.3847/1538-4357/aa6983,1
WCSTools,10.3847/1538-4357/aa844d,1
WCSTools,10.3847/1538-4357/aa93f0,1
WCSTools,10.3847/1538-4357/aab35b,1
WCSTools,10.5140/JASS.2013.30.3.193,2
WCSTools,10.5281/zenodo.16839,1
